job_id,model,condition,job_status,fps,max_frames,total_tokens,max_new_tokens,prompt,trial,query_id,query,spans,variant,repeat,status,parse_status,span_count,invalid_span_count,wall_s,preprocess_s,generate_s,decode_parse_s,peak_allocated_gib,peak_reserved_gib,input_tokens,output_tokens,hit_output_limit,incomplete_output,legacy_span_count,legacy_discards_spans,error
timelens2-4b__all_json_5q,timelens2-4b,all_json_5q,success,1,256,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[1.0, 2.0], [10.0, 14.0], [15.0, 22.0], [23.0, 28.0], [30.0, 36.0], [60.0, 62.0], [66.0, 68.0], [73.0, 76.0], [98.0, 102.0], [111.0, 114.0], [124.0, 128.0], [154.0, 157.0], [177.0, 181.0], [194.0, 197.0]]",0,0,ok,json,14,0,38.87913543917239,27.763437253888696,11.114623379893601,0.0010490603744983673,12.56301212310791,13.54296875,17091,178,False,False,14,False,
timelens2-4b__all_json_5q,timelens2-4b,all_json_5q,success,1,256,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[7.0, 10.0], [11.0, 13.0], [23.0, 25.0], [26.0, 28.0]]",0,0,ok,json,4,0,31.71219237986952,26.059695408679545,5.652134483214468,0.0003389301709830761,12.56418228149414,13.54296875,17095,48,False,False,4,False,
timelens2-4b__all_json_5q,timelens2-4b,all_json_5q,success,1,256,16384,2048,all-json,3,bench,Players on the bench celebrate.,"[[134.0, 160.0], [208.0, 217.0]]",0,0,ok,json,2,0,30.841312397737056,25.970454677939415,4.8704852047376335,0.00034811021760106087,12.562827587127686,13.54296875,17088,29,False,False,2,False,
timelens2-4b__all_json_5q,timelens2-4b,all_json_5q,success,1,256,16384,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[39.0, 46.0]]",0,0,ok,json,1,0,30.06238968996331,25.811580015346408,4.250397864729166,0.0003868849016726017,12.56398868560791,13.54296875,17094,13,False,False,1,False,
timelens2-4b__all_json_5q,timelens2-4b,all_json_5q,success,1,256,16384,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,30.08838227810338,26.254496430046856,3.8330779802054167,0.0007857796736061573,12.563602447509766,13.54296875,17092,2,False,False,0,False,
timelens2-8b__all_json_5q,timelens2-8b,all_json_5q,success,1,256,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[0.0, 209.0]]",0,0,ok,json,1,0,32.25789751112461,25.895091112237424,6.361707299947739,0.001072731800377369,21.243436813354492,22.375,17091,13,False,False,1,False,
timelens2-8b__all_json_5q,timelens2-8b,all_json_5q,success,1,256,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[0.0, 2.0], [7.0, 14.0], [17.0, 20.0], [23.0, 27.0], [29.0, 35.0], [124.0, 128.0], [137.0, 140.0], [142.0, 145.0], [153.0, 156.0], [160.0, 164.0], [168.0, 179.0], [182.0, 185.0], [188.0, 198.0], [200.0, 203.0]]",0,0,ok,json,14,0,38.33251803088933,24.29827829496935,14.033689538948238,0.0005306368693709373,21.244354248046875,22.375,17095,184,False,False,14,False,
timelens2-8b__all_json_5q,timelens2-8b,all_json_5q,success,1,256,16384,2048,all-json,3,bench,Players on the bench celebrate.,"[[134.0, 137.0], [157.0, 160.0]]",0,0,ok,json,2,0,32.932320770807564,26.30490437988192,6.62700901273638,0.00038948701694607735,21.242745876312256,22.375,17088,29,False,False,2,False,
timelens2-8b__all_json_5q,timelens2-8b,all_json_5q,success,1,256,16384,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[203.0, 207.0]]",0,0,ok,json,1,0,31.69748401688412,25.752495967783034,5.944538780953735,0.0004273662343621254,21.24412441253662,22.375,17094,15,False,False,1,False,
timelens2-8b__all_json_5q,timelens2-8b,all_json_5q,success,1,256,16384,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,31.68738924106583,26.330433814786375,5.356127765960991,0.0008088639006018639,21.24366569519043,22.375,17092,2,False,False,0,False,
timelens-8b__all_json_5q,timelens-8b,all_json_5q,success,1,256,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[0.0, 2.0], [5.0, 6.0], [8.0, 10.0], [12.0, 14.0], [16.0, 18.0], [23.0, 26.0], [28.0, 30.0], [32.0, 34.0], [35.0, 37.0], [73.0, 76.0], [78.0, 81.0], [84.0, 88.0], [90.0, 94.0], [98.0, 101.0], [103.0, 107.0], [110.0, 114.0], [124.0, 128.0], [130.0, 133.0], [136.0, 140.0], [142.0, 146.0], [152.0, 157.0], [160.0, 165.0], [168.0, 171.0], [173.0, 177.0], [179.0, 182.0], [183.0, 186.0], [188.0, 192.0], [194.0, 198.0], [199.0, 202.0], [204.0, 207.0]]",0,0,ok,json,30,0,55.603280906099826,29.332041719928384,26.2697706669569,0.0014399001374840736,21.243436813354492,22.375,17091,421,False,False,0,True,
timelens-8b__all_json_5q,timelens-8b,all_json_5q,success,1,256,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[0.0, 2.0], [7.0, 10.0], [12.0, 14.0], [17.0, 20.0], [23.0, 26.0], [28.0, 30.0], [33.0, 36.0], [73.0, 76.0], [98.0, 101.0], [124.0, 128.0], [136.0, 140.0], [142.0, 146.0], [152.0, 156.0], [160.0, 165.0], [172.0, 178.0], [182.0, 185.0], [188.0, 190.0], [194.0, 198.0], [200.0, 203.0], [206.0, 209.0]]",0,0,ok,json,20,0,44.47589121479541,25.502328090835363,18.972921312320977,0.000619890633970499,21.244354248046875,22.375,17095,283,False,False,0,True,
timelens-8b__all_json_5q,timelens-8b,all_json_5q,success,1,256,16384,2048,all-json,3,bench,Players on the bench celebrate.,"[[134.0, 136.0], [157.0, 160.0], [208.0, 215.0]]",0,0,ok,json,3,0,34.2048463979736,26.618660364765674,7.585718906950206,0.000445622019469738,21.242745876312256,22.375,17088,48,False,False,0,True,
timelens-8b__all_json_5q,timelens-8b,all_json_5q,success,1,256,16384,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[40.0, 46.0], [51.0, 54.0], [82.0, 84.0], [95.0, 98.0], [123.0, 128.0], [134.0, 136.0], [157.0, 160.0], [166.0, 172.0], [185.0, 193.0], [199.0, 206.0], [208.0, 214.0]]",0,0,ok,json,11,0,40.34865104081109,27.320330461952835,13.027799234259874,0.0004977146163582802,21.24412441253662,22.375,17094,160,False,False,0,True,
timelens-8b__all_json_5q,timelens-8b,all_json_5q,success,1,256,16384,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,32.54526973282918,27.1828610310331,5.3620155258104205,0.00036833807826042175,21.24366569519043,22.375,17092,2,False,False,0,False,
timelens-7b__all_json_5q,timelens-7b,all_json_5q,success,1,256,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[6.0, 10.1], [24.2, 28.2], [36.2, 38.3], [72.5, 78.5], [100.7, 104.7], [110.7, 116.8], [122.9, 128.9], [138.9, 143.0], [151.0, 155.1], [177.2, 181.2], [187.3, 189.3], [197.4, 201.4], [205.4, 209.4]]",0,0,ok,json,13,0,43.4003079389222,31.04125074716285,12.357767366804183,0.0012586722150444984,19.04879665374756,21.98828125,17114,174,False,False,0,True,
timelens-7b__all_json_5q,timelens-7b,all_json_5q,success,1,256,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[72.5, 78.5]]",0,0,ok,json,1,0,34.22421609610319,27.30637942906469,6.917538342066109,0.00028392160311341286,19.05050563812256,21.98828125,17118,13,False,False,0,True,
timelens-7b__all_json_5q,timelens-7b,all_json_5q,success,1,256,16384,2048,all-json,3,bench,Players on the bench celebrate.,"[[134.9, 136.9]]",0,0,ok,json,1,0,33.8940469273366,27.064067407976836,6.829595765098929,0.0003565591759979725,19.048234939575195,21.98828125,17111,15,False,False,0,True,
timelens-7b__all_json_5q,timelens-7b,all_json_5q,success,1,256,16384,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[16.1, 18.1], [38.3, 40.3], [40.3, 42.3], [42.3, 44.3], [44.3, 46.3], [48.3, 50.4], [50.4, 52.4], [52.4, 54.4], [56.4, 58.4], [60.4, 62.4], [66.5, 68.5], [70.5, 72.5], [76.5, 78.5], [80.5, 82.5], [86.6, 88.6], [92.6, 94.7], [98.7, 100.7], [108.7, 110.7], [110.7, 112.8], [112.8, 114.8], [114.8, 116.8], [116.8, 120.8], [161.1, 163.1], [169.2, 171.2], [175.2, 177.2], [185.3, 187.3], [191.3, 193.3], [195.3, 197.4], [199.4, 201.4], [203.4, 205.4], [207.4, 209.4]]",0,0,ok,json,31,0,45.06910342397168,26.148491568863392,18.919804024044424,0.0007813340052962303,19.050325393676758,21.98828125,17117,402,False,False,0,True,
timelens-7b__all_json_5q,timelens-7b,all_json_5q,success,1,256,16384,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,33.71402025502175,27.249902555719018,6.463763254228979,0.00033839885145425797,19.04898452758789,21.98828125,17115,2,False,False,0,False,
time-r1-7b__all_json_5q,time-r1-7b,all_json_5q,success,1,256,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[0.0, 12.5], [13.6, 24.8], [25.9, 37.1], [55.5, 130.5], [131.6, 140.8], [141.9, 153.1], [154.2, 164.4], [165.5, 180.7], [181.8, 192.0], [193.1, 204.3], [205.4, 215.6]]",0,0,ok,json_objects,11,0,43.333813436329365,28.74661528132856,14.585936697665602,0.0012485911138355732,18.851808547973633,21.94140625,16049,252,False,False,0,True,
time-r1-7b__all_json_5q,time-r1-7b,all_json_5q,success,1,256,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[0.0, 12.5], [13.6, 24.8], [25.9, 37.1], [55.5, 129.5], [130.6, 140.8], [141.9, 152.1], [153.2, 163.4], [164.5, 175.7], [176.8, 187.0], [188.1, 199.3], [200.4, 211.6]]",0,0,ok,json_objects,11,0,40.39475044095889,26.44276797119528,13.951348370872438,0.0006102612242102623,18.85197353363037,22.509765625,16053,252,False,False,0,True,
time-r1-7b__all_json_5q,time-r1-7b,all_json_5q,success,1,256,16384,2048,all-json,3,bench,Players on the bench celebrate.,"[[132.0, 140.0]]",0,0,ok,json_objects,1,0,32.47451062919572,25.53279833123088,6.941000372637063,0.0006894031539559364,18.851449489593506,22.509765625,16046,30,False,False,0,True,
time-r1-7b__all_json_5q,time-r1-7b,all_json_5q,success,1,256,16384,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[40.0, 45.0], [53.0, 58.0]]",0,0,ok,json_objects,2,0,34.52700381819159,26.867996795102954,7.658642967231572,0.0003526727668941021,18.851868629455566,22.509765625,16052,49,False,False,0,True,
time-r1-7b__all_json_5q,time-r1-7b,all_json_5q,success,1,256,16384,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,32.75777043076232,26.598989584017545,6.1584508628584445,0.0003101271577179432,18.851726531982422,22.509765625,16050,2,False,False,0,False,
time-r1-3b__all_json_5q,time-r1-3b,all_json_5q,success,1,256,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,[],0,0,ok,json_empty,0,0,35.33615742623806,29.343973653391004,5.991019476670772,0.0011366810649633408,10.142508029937744,12.3359375,16049,2,False,False,0,False,
time-r1-3b__all_json_5q,time-r1-3b,all_json_5q,success,1,256,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,[],0,0,ok,json_empty,0,0,30.869684698060155,26.117171769030392,4.752198006957769,0.0002885321155190468,10.141948223114014,12.3359375,16053,2,False,False,0,False,
time-r1-3b__all_json_5q,time-r1-3b,all_json_5q,success,1,256,16384,2048,all-json,3,bench,Players on the bench celebrate.,[],0,0,ok,json_empty,0,0,29.854252411983907,25.03805880388245,4.815948935225606,0.00023354683071374893,10.142507553100586,12.3359375,16046,2,False,False,0,False,
